Ámbito,Área,Elemento,Producto,Año,Unidad,Valor
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1988","gigagramos","9025.2802"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1989","gigagramos","9367.575"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1990","gigagramos","9566.6424"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1991","gigagramos","8820.7256"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1992","gigagramos","9116.352"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1993","gigagramos","9934.848"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1994","gigagramos","10521.672"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1995","gigagramos","11299.4784"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1996","gigagramos","11278.4562"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1997","gigagramos","11299.8112"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1998","gigagramos","11367.6441"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","1999","gigagramos","11152.0151"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2000","gigagramos","11288.8474"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2001","gigagramos","11467.4818"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2002","gigagramos","10698.072"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2003","gigagramos","11718.6954"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2004","gigagramos","11131.2398"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2005","gigagramos","11373.1301"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2006","gigagramos","11541.6885"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2007","gigagramos","12097.5132"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2008","gigagramos","12122.9618"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2009","gigagramos","13457.4219"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2010","gigagramos","14224.2398"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2011","gigagramos","14367.3331"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2012","gigagramos","15365.8089"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2013","gigagramos","15466.1123"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2014","gigagramos","16746.9233"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2015","gigagramos","16456.0691"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2016","gigagramos","16038.9748"
"Fermentación entérica","Paraguay","Emisiones (CO2eq) (Entérica)","Vacunos, otros","2017","gigagramos","15997.7466"
